date,year,month,season_year,life_stage,decade,sector,zone,presence,longitude,latitude
1984-11,1984,11,autumn,weaning,1980,Central Indian,Antarctic,0,95.05,-64.05
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,133.55,-63.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,103.05,-64.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,74.65,-64.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,47.75,-64.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,147.95,-64.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,131.45,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,123.05000000000001,-63.75
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,114.75,-64.65
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,108.75,-64.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,121.85000000000001,-63.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,138.45,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,77.65,-65.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,84.95,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,121.05000000000001,-65.05
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,75.15,-66.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,119.35000000000001,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,123.85000000000001,-63.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,86.65,-64.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,99.45,-63.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,135.75,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,93.35,-63.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,123.55000000000001,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,85.45,-65.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,120.25,-64.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,77.55000000000001,-65.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,128.95,-63.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,82.05000000000001,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,129.35000000000002,-64.25
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,146.15,-64.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,83.15,-63.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,120.15,-64.15
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,133.25,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,76.45,-63.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,121.65,-64.65
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,81.35,-65.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,80.45,-65.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,78.05000000000001,-63.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,126.15,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,89.05000000000001,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,150.65,-64.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,62.65,-65.65
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,103.25,-62.55
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,128.15,-64.65
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,124.05000000000001,-64.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,141.55,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,148.05,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,126.55000000000001,-63.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,112.55000000000001,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,143.65,-64.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,143.05,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,82.35,-63.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,137.15,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,142.15,-64.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,136.95,-64.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,138.65,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,107.95,-65.65
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,81.55000000000001,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,93.75,-63.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,103.95,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,87.05000000000001,-64.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,136.35000000000002,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,133.95,-64.75
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,135.05,-64.05
1986-11,1986,11,autumn,weaning,1980,Central Indian,Antarctic,0,78.95,-66.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,134.85000000000002,-63.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,142.85000000000002,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,122.25,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,76.75,-66.65
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,75.85,-66.35
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,125.15,-65.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,122.45,-65.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,120.75,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,75.05000000000001,-69.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,77.25,-62.650000000000006
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,77.65,-64.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,147.65,-64.15
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,87.75,-63.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,147.55,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,141.45,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,121.65,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,121.05000000000001,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,82.15,-63.650000000000006
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,90.55000000000001,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,77.15,-65.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,111.25,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,120.85000000000001,-65.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,105.65,-65.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,87.35,-63.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,100.45,-63.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,83.65,-64.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,80.55000000000001,-62.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,103.45,-63.55
2000-11,2000,11,autumn,weaning,2000,Central Indian,Antarctic,0,84.95,-64.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,101.05,-63.650000000000006
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,77.65,-63.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,83.45,-62.25
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,117.75,-64.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,79.25,-65.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,84.85,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,146.55,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,145.15,-64.35
1983-12,1983,12,summer,weaning,1980,Central Indian,Antarctic,0,82.55000000000001,-65.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,127.15,-65.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,131.45,-64.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,84.95,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,153.75,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,78.85,-63.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,86.35,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,122.95,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,99.85000000000001,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,119.85000000000001,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,148.65,-64.25
1986-11,1986,11,autumn,weaning,1980,Central Indian,Antarctic,0,111.75,-65.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,107.85000000000001,-62.45
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,83.55000000000001,-63.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,85.35,-62.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,78.65,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,81.45,-64.75
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,101.95,-64.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,121.65,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,106.65,-64.65
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,145.25,-64.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,76.05000000000001,-64.55
1989-11,1989,11,autumn,weaning,1980,Central Indian,Subantarctic,0,106.35000000000001,-63.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,140.55,-64.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,138.75,-64.35
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,103.15,-63.95
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,124.95,-64.65
2000-11,2000,11,autumn,weaning,2000,Central Indian,Antarctic,0,140.55,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,87.75,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,116.65,-64.85
1983-12,1983,12,summer,weaning,1980,Central Indian,Antarctic,0,86.25,-65.75
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,82.65,-64.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,130.45,-64.85
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,89.05000000000001,-61.55
2002-12,2002,12,summer,weaning,2000,Central Indian,Antarctic,0,77.85,-64.55
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,89.45,-62.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,101.35000000000001,-64.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,96.05,-63.150000000000006
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,145.15,-64.45
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,122.95,-65.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,132.55,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,98.05,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,142.35000000000002,-64.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,81.35,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,144.75,-64.35
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,115.05000000000001,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,86.65,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,148.35000000000002,-64.45
1990-11,1990,11,autumn,weaning,1990,Central Indian,Antarctic,0,120.25,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,84.25,-63.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,79.45,-66.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,125.55000000000001,-63.75
1988-12,1988,12,summer,weaning,1980,Central Indian,Antarctic,0,88.35,-62.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,131.45,-64.45
1990-12,1990,12,summer,weaning,1990,Central Indian,Subantarctic,0,85.75,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,108.75,-65.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,133.95,-63.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,119.25,-65.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,120.65,-65.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,79.25,-65.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,136.85000000000002,-64.15
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,78.05000000000001,-65.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,84.05000000000001,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,88.45,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,85.25,-63.650000000000006
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,76.65,-66.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,146.55,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,137.75,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,82.35,-63.45
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,131.15,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,78.85,-65.35
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,144.95,-63.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,105.35000000000001,-62.75
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,72.85,-65.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,93.15,-63.55
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,82.25,-64.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,142.55,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,135.65,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,119.05000000000001,-65.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,115.05000000000001,-64.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,149.35000000000002,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,80.45,-64.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,80.25,-63.650000000000006
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,87.55000000000001,-65.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,102.75,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,133.65,-64.15
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,102.95,-64.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,135.65,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,88.55000000000001,-62.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,122.35000000000001,-63.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,106.85000000000001,-62.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,86.05000000000001,-63.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,103.45,-63.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,118.35000000000001,-64.75
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,77.55000000000001,-66.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,81.15,-65.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,117.05000000000001,-63.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,136.85000000000002,-64.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,70.95,-63.85
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,87.15,-62.650000000000006
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,72.75,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,129.55,-65.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,133.55,-64.85
2002-12,2002,12,summer,weaning,2000,Central Indian,Antarctic,0,74.95,-63.75
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,130.85000000000002,-64.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,76.55000000000001,-67.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,107.25,-62.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,125.25,-65.45
1996-11,1996,11,autumn,weaning,1990,Central Indian,Antarctic,0,78.15,-63.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,87.15,-63.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,63.050000000000004,-65.15
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,79.05000000000001,-66.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,78.75,-66.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,81.95,-63.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,80.95,-61.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,109.25,-62.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,77.15,-67.05
2000-11,2000,11,autumn,weaning,2000,Central Indian,Antarctic,0,79.85,-63.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,135.95,-63.95
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,85.05000000000001,-63.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,76.05000000000001,-67.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,101.35000000000001,-63.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,121.95,-65.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,84.15,-62.05
2005-12,2005,12,summer,weaning,2000,Central Indian,Antarctic,0,77.15,-63.95
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,87.15,-61.650000000000006
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,121.95,-65.35
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,88.45,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,102.95,-63.150000000000006
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,83.75,-65.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,128.15,-64.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,146.95,-64.75
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,76.35,-66.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,82.85,-63.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,103.15,-64.15
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,136.55,-63.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,149.35000000000002,-64.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,139.75,-64.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,139.55,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,123.85000000000001,-64.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,117.45,-65.35
1990-12,1990,12,summer,weaning,1990,Central Indian,Antarctic,0,128.35000000000002,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,75.55000000000001,-64.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,125.65,-63.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,119.45,-63.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,125.55000000000001,-64.45
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,83.85,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,79.45,-63.45
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,85.65,-63.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,120.95,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,148.35000000000002,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,99.25,-63.650000000000006
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,124.05000000000001,-63.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,120.85000000000001,-64.65
2001-11,2001,11,autumn,weaning,2000,Central Indian,Antarctic,0,106.05,-64.15
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,64.25,-64.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,121.25,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,127.45,-65.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,74.15,-68.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,83.55000000000001,-63.85
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,119.05000000000001,-64.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,142.95,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,141.75,-64.95
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,121.35000000000001,-63.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,105.75,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,74.85,-65.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,106.35000000000001,-63.150000000000006
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,141.55,-64.95
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,104.45,-63.650000000000006
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,121.15,-63.650000000000006
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,149.05,-65.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,79.05000000000001,-62.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,118.35000000000001,-64.95
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,79.65,-62.85
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,118.05000000000001,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,79.75,-63.95
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,123.15,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,148.85000000000002,-64.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,76.95,-65.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,146.45,-64.35
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,106.25,-63.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,87.35,-64.85
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,62.15,-63.650000000000006
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,127.85000000000001,-63.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,120.55000000000001,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,99.95,-63.45
2000-11,2000,11,autumn,weaning,2000,Central Indian,Antarctic,0,82.15,-64.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,94.05,-63.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,126.15,-64.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,132.85000000000002,-64.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,122.25,-64.15
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,87.25,-62.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,107.85000000000001,-62.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,105.75,-63.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,77.85,-64.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,124.05000000000001,-65.45
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,98.85000000000001,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,139.35000000000002,-64.15
1989-11,1989,11,autumn,weaning,1980,Central Indian,Subantarctic,0,71.75,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,121.55000000000001,-64.85
1996-11,1996,11,autumn,weaning,1990,Central Indian,Antarctic,0,140.75,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,133.45,-64.85
2000-11,2000,11,autumn,weaning,2000,Central Indian,Antarctic,0,76.75,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,119.75,-64.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,122.55000000000001,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,128.55,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,100.65,-63.05
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,104.85000000000001,-63.55
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,80.15,-66.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,82.65,-63.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,119.55000000000001,-64.35
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,124.15,-63.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,79.65,-67.05
